name,longitude,latitude,issues,prov,key,scientificName,datasetKey,publishingOrgKey,installationKey,publishingCountry,protocol,lastCrawled,lastParsed,crawlId,hostingOrganizationKey,basisOfRecord,occurrenceStatus,taxonKey,kingdomKey,phylumKey,classKey,orderKey,familyKey,genusKey,speciesKey,acceptedTaxonKey,acceptedScientificName,kingdom,phylum,order,family,genus,species,genericName,specificEpithet,taxonRank,taxonomicStatus,iucnRedListCategory,dateIdentified,coordinateUncertaintyInMeters,stateProvince,year,month,day,eventDate,modified,lastInterpreted,references,license,isInCluster,geodeticDatum,class,countryCode,country,rightsHolder,identifier,http://unknown.org/nick,informationWithheld,verbatimEventDate,datasetName,collectionCode,verbatimLocality,gbifID,occurrenceID,taxonID,catalogNumber,recordedBy,institutionCode,eventTime,identifiedBy,identificationID,occurrenceRemarks,sex,lifeStage,continent,institutionKey,collectionKey,acceptedNameUsage,institutionID,locality,language,type,preparations,ownerInstitutionCode,datasetID,collectionID,networkKeys,individualCount,elevation,elevationAccuracy,associatedOccurrences,dynamicProperties,county,identificationVerificationStatus,eventRemarks,locationAccordingTo,identificationRemarks,georeferencedDate,higherGeography,nomenclaturalCode,georeferencedBy,georeferenceProtocol,georeferenceVerificationStatus,endDayOfYear,verbatimCoordinateSystem,otherCatalogNumbers,organismID,previousIdentifications,identificationQualifier,samplingProtocol,accessRights,higherClassification,georeferenceSources,establishmentMeans,vernacularName,startDayOfYear,locationRemarks,earliestEpochOrLowestSeries,fieldNumber,recordNumber,identificationReferences,disposition,http://unknown.org/recordId,rights,georeferenceRemarks,bibliographicCitation,associatedSequences,fieldNotes,municipality,taxonRemarks,higherGeographyID,projectId,coordinatePrecision,earliestAgeOrLowestStage,namePublishedInYear,associatedReferences,taxonConceptID,verbatimTaxonRank,bed,formation,member,lithostratigraphicTerms,latestAgeOrHighestStage,locationID,depth,depthAccuracy,nameAccordingTo,parentNameUsage
"Mustela nigripes (Audubon & Bachman, 1851)",-106.03812698390765,35.604850799475905,"cdrep,colmafu",gbif,686336792,"Mustela nigripes (Audubon & Bachman, 1851)",1d04e739-98a9-4e16-9970-8f8f3bf9e9e3,b554c320-0560-11d8-b851-b8a03c50a862,c7b49e46-602a-4172-98d2-6b027c6b049f,US,DWC_ARCHIVE,2022-01-04T22:30:07.691+00:00,2022-01-04T22:32:39.976+00:00,272,b554c320-0560-11d8-b851-b8a03c50a862,PRESERVED_SPECIMEN,PRESENT,5218985,1,44,359,732,5307,2433922,5218985,5218985,"Mustela nigripes (Audubon & Bachman, 1851)",Animalia,Chordata,Carnivora,Mustelidae,Mustela,Mustela nigripes,Mustela,nigripes,SPECIES,ACCEPTED,EN,NA,NA,New mexico,1930,8,31,1930-08-31,2018-02-16T14:24:57.000+00:00,2022-01-04T22:32:39.976+00:00,NA,http://creativecommons.org/licenses/by/4.0/legalcode,FALSE,WGS84,Mammalia,US,United States of America,NA,88f624e3-1ed8-11e3-bfac-90b11c41863e,NA,NA,NA,University of Kansas Biodiversity Institute Mammalogy Collection,KUM,NA,686336792,88f624e3-1ed8-11e3-bfac-90b11c41863e,NA,7146,WHITE T E,KU,NA,NA,NA,NA,MALE,NA,NORTH_AMERICA,49fb6451-91b7-4af2-8cd3-354539a77589,37698cd9-5f58-4eaf-a90e-f2fc871b832d,NA,http://grbio.org/cool/iakn-125z,"SANTA FE, 8 MI SW OF",en,PhysicalObject,Skeleton Complete;  Skull Complete;  Tissue Baculum;  Skin Complete;  Specimen Part Baculum,NA,NA,NA,,NA,NA,NA,NA,NA,SANTA FE CO,NA,NA,NA,NA,2007-08-03,NA,NA,N Slade,NA,NA,NA,decimal degrees,NA,NA,NA,NA,NA,http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms,NA,Topozone,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mustela nigripes (Audubon & Bachman, 1851)",-105.298898,36.430032,"gass84,typstativ,osiic,colmano,inmafu",gbif,1145127080,"Mustela nigripes (Audubon & Bachman, 1851)",b15d4952-7d20-46f1-8a3e-556a512b04c5,939ed180-aa7b-11db-8edf-b8a03c50a862,a957a663-2f17-415f-b1c8-5cf6398df8ed,US,DWC_ARCHIVE,2021-12-22T00:55:40.077+00:00,2021-12-22T01:02:25.092+00:00,284,2053a639-84c3-4be5-b8bc-96b6d88a976c,PRESERVED_SPECIMEN,PRESENT,5218985,1,44,359,732,5307,2433922,5218985,5218985,"Mustela nigripes (Audubon & Bachman, 1851)",Animalia,Chordata,Carnivora,Mustelidae,Mustela,Mustela nigripes,Mustela,nigripes,SPECIES,ACCEPTED,EN,NA,10000,New Mexico,1929,12,28,1929-12-28,2021-06-01T06:50:00.006+00:00,2021-12-22T01:02:25.092+00:00,http://arctos.database.museum/guid/MSB:Mamm:101210,http://creativecommons.org/publicdomain/zero/1.0/legalcode,FALSE,WGS84,Mammalia,US,United States of America,NA,http://arctos.database.museum/guid/MSB:Mamm:101210?seid=1002835,NA,NA,28-Dec-1929,NA,http://arctos.database.museum/collection/MSB:Mamm,"[COLFAX], Moreno Valley, [Agua Fria]",1145127080,http://arctos.database.museum/guid/MSB:Mamm:101210?seid=1002835,NA,MSB:Mamm:101210,Collector(s): Shaler E. Aldous,MSB,1929-12-28,Shaler E. Aldous,NA,"(See J. Mamm 21:23); captured from wild July 10, 1929 and raised in captivity for 5 mo; killed at age 6 mo, on December 8, 1929.",FEMALE,NA,NORTH_AMERICA,8827b228-5892-444f-9ce9-f1e1d97ed133,NA,NA,MSB,"Moreno Valley, Agua Fria",en,PhysicalObject,skin; skull,NA,NA,14,,1,2438,0,NA,sex=female,Colfax County,features,NA,unknown,ID from citation in Aldous 1940.; Former nature_of_id: type specimen.,2012-07-08 00:00:00,"North America, United States, New Mexico, Colfax County",ICZN,unknown,GeoLocate,unverified,362,NA,"preparator number=123, USGS: U.S. Geological Survey=BS/FC 1210",http://arctos.database.museum/guid/MSB:Mamm:101210,"[{""scientific_name"":""Mustela nigripes"",""nature_of_id"":""features"",""accepted_id_fg"":1,""made_date"":null,""short_citation"":""Aldous 1940"",""publication_id"":10004752,""identification_remarks"":""ID from citation in Aldous 1940.; Former nature_of_id: type specimen."",""idby"":""Shaler E. Aldous"",""concept_label"":null},{""scientific_name"":""Mustela nigripes"",""nature_of_id"":""unknown"",""accepted_id_fg"":0,""made_date"":""2005-03-08"",""short_citation"":null,""publication_id"":null,""identification_remarks"":""Former nature_of_id: legacy."",""idby"":""unknown"",""concept_label"":null}]",A,NA,http://vertnet.org/resources/norms.html,"Animalia, Chordata, Mammalia, Carnivora, Caniformia, Mustelidae, Mustelinae, Mustela,",Geolocate,NA,NA,NA,NA,NA,NA,NA,"<a href=""http://arctos.database.museum/publication/10004752"">Aldous 1940</a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mustela nigripes (Audubon & Bachman, 1851)",-103.067931,37.03637,"gass84,osiic,colmano,inmafu",gbif,1145100815,"Mustela nigripes (Audubon & Bachman, 1851)",5f3463d2-51b6-4a8a-b252-9bab4388934e,a2ef6dd1-8886-48c9-8025-c62bac973cc7,a957a663-2f17-415f-b1c8-5cf6398df8ed,US,DWC_ARCHIVE,2021-12-22T00:57:41.014+00:00,2021-12-22T00:57:57.187+00:00,304,2053a639-84c3-4be5-b8bc-96b6d88a976c,PRESERVED_SPECIMEN,PRESENT,5218985,1,44,359,732,5307,2433922,5218985,5218985,"Mustela nigripes (Audubon & Bachman, 1851)",Animalia,Chordata,Carnivora,Mustelidae,Mustela,Mustela nigripes,Mustela,nigripes,SPECIES,ACCEPTED,EN,1928-02-09T00:00:00,4000,Colorado,1928,2,9,1928-02-09,2021-02-10T17:20:00.005+00:00,2021-12-22T00:57:57.187+00:00,http://arctos.database.museum/guid/DMNS:Mamm:2371,http://creativecommons.org/licenses/by-nc/4.0/legalcode,FALSE,WGS84,Mammalia,US,United States of America,NA,http://arctos.database.museum/guid/DMNS:Mamm:2371?seid=1024711,NA,NA,9 February 1928,NA,http://arctos.database.museum/collection/DMNS:Mamm,"North America, United States, Colorado, Baca County, Furnace Canyon",1145100815,http://arctos.database.museum/guid/DMNS:Mamm:2371?seid=1024711,NA,DMNS:Mamm:2371,Collector(s): Stanley O. Singer,DMNS,1928-02-09,Stanley O. Singer,NA,NA,MALE,NA,NORTH_AMERICA,1757f021-01b8-4d20-a11a-1da09db2d8b2,NA,NA,DMNS,Furnish Canyon,en,PhysicalObject,skull,NA,NA,45,,1,NA,NA,NA,sex=male,Baca County,features,NA,unknown,Former nature_of_id: field.,2012-07-08 00:00:00,"North America, United States, Colorado, Baca County",ICZN,unknown,GeoLocate,unverified,40,NA,NA,http://arctos.database.museum/guid/DMNS:Mamm:2371,"[{""scientific_name"":""Mustela nigripes"",""nature_of_id"":""features"",""accepted_id_fg"":1,""made_date"":""1928-02-09"",""short_citation"":null,""publication_id"":null,""identification_remarks"":""Former nature_of_id: field."",""idby"":""Stanley O. Singer"",""concept_label"":null}]",A,NA,http://vertnet.org/resources/norms.html,"Animalia, Chordata, Mammalia, Carnivora, Caniformia, Mustelidae, Mustelinae, Mustela,",GeoLocate,NA,NA,NA,Originally referred to as Furnace Cañon in catalog,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mustela nigripes (Audubon & Bachman, 1851)",-97.388122,35.211761,"ambcol,inmafu",gbif,255679189,"Mustela nigripes (Audubon & Bachman, 1851)",84aefc7e-f762-11e1-a439-00145eb45e9a,609765e0-4ce8-11db-b80e-b8a03c50a862,9ec56080-ef8d-488a-af71-1e2de5ed7bbc,US,DWC_ARCHIVE,2022-01-10T20:31:01.619+00:00,2022-01-10T20:31:33.935+00:00,453,609765e0-4ce8-11db-b80e-b8a03c50a862,PRESERVED_SPECIMEN,PRESENT,5218985,1,44,359,732,5307,2433922,5218985,5218985,"Mustela nigripes (Audubon & Bachman, 1851)",Animalia,Chordata,Carnivora,Mustelidae,Mustela,Mustela nigripes,Mustela,nigripes,SPECIES,ACCEPTED,EN,NA,2871,Oklahoma,1928,7,25,1928-07-25,2019-07-03T00:00:00.000+00:00,2022-01-10T20:31:33.935+00:00,NA,http://creativecommons.org/publicdomain/zero/1.0/legalcode,FALSE,WGS84,Mammalia,US,United States of America,NA,urn:catalog:OMNH:Mammals:2211,NA,NA,NA,NA,Mammals,NA,255679189,urn:catalog:OMNH:Mammals:2211,NA,2211,"Barkley, F.",OMNH,NA,NA,NA,received/determined by B. Glass (JKB; 24 August 2008),MALE,NA,NORTH_AMERICA,322c61b5-27e6-4c4e-b066-1246ac2f1ca4,NA,NA,NA,1 mi E Norman,NA,NA,"skin, skull",NA,NA,NA,,NA,NA,NA,NA,"{""""totalLengthInmm"""":""""525"""", """"tailLengthInmm"""":""""115"""", """"hindfootLengthInmm"""":""""48"""", """"earLengthInmm"""":""""20""""}",Cleveland,NA,NA,NA,NA,NA,NA,NA,NA,GEOLocate [www.museum.tulane.edu/geolocate/],Verified by data custodian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Black-footed Ferret,NA,NA,NA,NA,NA,NA,In collection,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mustela nigripes (Audubon & Bachman, 1851)",-106.6506,35.0844,"gass84,osiic,colmano,inmafu",gbif,1039519198,"Mustela nigripes (Audubon & Bachman, 1851)",854f602e-f762-11e1-a439-00145eb45e9a,2e167bb0-4441-11db-9ba2-b8a03c50a862,3f28c5e9-59b3-4c98-baa8-46002fbf0a7c,US,DWC_ARCHIVE,2021-12-21T14:43:03.791+00:00,2021-12-21T14:46:04.396+00:00,1647,2e167bb0-4441-11db-9ba2-b8a03c50a862,PRESERVED_SPECIMEN,PRESENT,5218985,1,44,359,732,5307,2433922,5218985,5218985,"Mustela nigripes (Audubon & Bachman, 1851)",Animalia,Chordata,Carnivora,Mustelidae,Mustela,Mustela nigripes,Mustela,nigripes,SPECIES,ACCEPTED,EN,NA,NA,New Mexico,1925,11,14,1925-11-14,2020-06-26T23:18:45.000+00:00,2021-12-21T14:46:04.396+00:00,http://collections.peabody.yale.edu/search/Record/YPM-MAM-001970,http://creativecommons.org/publicdomain/zero/1.0/legalcode,FALSE,WGS84,Mammalia,US,United States of America,Yale Peabody Museum of Natural History,urn:uuid:470efba6-a6b7-4687-8f07-3959af920ea2,NA,NA,NA,NA,VZ,NA,1039519198,urn:uuid:470efba6-a6b7-4687-8f07-3959af920ea2,NA,YPM MAM 001970,J. S. Ligon,YPM,NA,NA,NA,MAM number 1970; male,MALE,NA,NORTH_AMERICA,75f50140-830d-4630-a290-3d6e951a7c29,NA,NA,NA,NA,en,PhysicalObject,"skin, round",YPM,0,NA,,1,NA,NA,NA,"{ ""irn"": ""567047"", ""solr_long_lat"": ""-106.6506,35.0844"" }",Bernalillo County,NA,NA,NA,NA,NA,North America; USA; New Mexico; Bernalillo County; Albuquerque,ICZN,NA,unspecified,NA,NA,NA,NA,NA,Mustela nigripes,NA,NA,"Open Access, http://creativecommons.org/publicdomain/zero/1.0/; see Yale Peabody policies at: http://hdl.handle.net/10079/8931zqj",Animalia; Chordata; Vertebrata; Amniota; Mammalia; Theriiformes-----Theria-Placentalia-Epitheria; Preptotheria-Ferae; Carnivora; Caniformia; Arctoidea-Mustelida; Mustelidae; Mustelinae,unspecified,NA,Black-footed Ferret; weasels; mustelids; dog-like carnivores; carnivores; mammals; vertebrates; chordates; animals,NA,NA,NA,NA,NA,NA,in collection,NA,NA,ex Argus,Mustela nigripes (YPM MAM 001970),NA,NA,Albuquerque,Animals and Plants: Vertebrates - Mammals,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mustela nigripes (Audubon & Bachman, 1851)",-103.067931,37.03637,"gass84,typstativ,osiic,colmano,inmafu",gbif,1145100676,"Mustela nigripes (Audubon & Bachman, 1851)",5f3463d2-51b6-4a8a-b252-9bab4388934e,a2ef6dd1-8886-48c9-8025-c62bac973cc7,a957a663-2f17-415f-b1c8-5cf6398df8ed,US,DWC_ARCHIVE,2021-12-22T00:57:41.014+00:00,2021-12-22T00:57:56.739+00:00,304,2053a639-84c3-4be5-b8bc-96b6d88a976c,PRESERVED_SPECIMEN,PRESENT,5218985,1,44,359,732,5307,2433922,5218985,5218985,"Mustela nigripes (Audubon & Bachman, 1851)",Animalia,Chordata,Carnivora,Mustelidae,Mustela,Mustela nigripes,Mustela,nigripes,SPECIES,ACCEPTED,EN,1924-12-31T00:00:00,4000,Colorado,1924,1,1,1924-01-01,NA,2021-12-22T00:57:56.739+00:00,http://arctos.database.museum/guid/DMNS:Mamm:2247,http://creativecommons.org/licenses/by-nc/4.0/legalcode,FALSE,WGS84,Mammalia,US,United States of America,NA,http://arctos.database.museum/guid/DMNS:Mamm:2247?seid=375421,NA,NA,1924,NA,http://arctos.database.museum/collection/DMNS:Mamm,"North America, United States, Colorado, Baca County, Furnace Creek",1145100676,http://arctos.database.museum/guid/DMNS:Mamm:2247?seid=375421,NA,DMNS:Mamm:2247,Collector(s): Stanley O. Singer,DMNS,1924-01-01/1924-12-31,Stanley O. Singer,NA,NA,NA,NA,NORTH_AMERICA,1757f021-01b8-4d20-a11a-1da09db2d8b2,NA,NA,DMNS,Furnish Canyon,en,PhysicalObject,"skull; skin, study",NA,NA,45,,1,NA,NA,NA,NA,Baca County,unknown,NA,unknown,Former nature_of_id: legacy.,2012-07-08 00:00:00,"North America, United States, Colorado, Baca County",ICZN,unknown,GeoLocate,unverified,NA,NA,GenBank=AM746622,http://arctos.database.museum/guid/DMNS:Mamm:2247,"[{""scientific_name"":""Mustela nigripes"",""nature_of_id"":""unknown"",""accepted_id_fg"":1,""made_date"":""1924-12-31"",""short_citation"":null,""publication_id"":null,""identification_remarks"":""Former nature_of_id: legacy."",""idby"":""Stanley O. Singer"",""concept_label"":null}]",A,NA,http://vertnet.org/resources/norms.html,"Animalia, Chordata, Mammalia, Carnivora, Caniformia, Mustelidae, Mustelinae, Mustela,",GeoLocate,NA,NA,NA,Originally referred to as Furnace Cañon in catalog,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://www.ncbi.nlm.nih.gov/nuccore/AM746622,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mustela nigripes (Audubon & Bachman, 1851)",-103.067931,37.03637,"gass84,typstativ,osiic,colmano,inmafu",gbif,1145100714,"Mustela nigripes (Audubon & Bachman, 1851)",5f3463d2-51b6-4a8a-b252-9bab4388934e,a2ef6dd1-8886-48c9-8025-c62bac973cc7,a957a663-2f17-415f-b1c8-5cf6398df8ed,US,DWC_ARCHIVE,2021-12-22T00:57:41.014+00:00,2021-12-22T00:57:57.248+00:00,304,2053a639-84c3-4be5-b8bc-96b6d88a976c,PRESERVED_SPECIMEN,PRESENT,5218985,1,44,359,732,5307,2433922,5218985,5218985,"Mustela nigripes (Audubon & Bachman, 1851)",Animalia,Chordata,Carnivora,Mustelidae,Mustela,Mustela nigripes,Mustela,nigripes,SPECIES,ACCEPTED,EN,1924-12-31T00:00:00,4000,Colorado,1924,1,1,1924-01-01,NA,2021-12-22T00:57:57.248+00:00,http://arctos.database.museum/guid/DMNS:Mamm:2248,http://creativecommons.org/licenses/by-nc/4.0/legalcode,FALSE,WGS84,Mammalia,US,United States of America,NA,http://arctos.database.museum/guid/DMNS:Mamm:2248?seid=311037,NA,NA,1924,NA,http://arctos.database.museum/collection/DMNS:Mamm,"North America, United States, Colorado, Baca County, Furnace Creek",1145100714,http://arctos.database.museum/guid/DMNS:Mamm:2248?seid=311037,NA,DMNS:Mamm:2248,Collector(s): Stanley O. Singer,DMNS,1924-01-01/1924-12-31,Stanley O. Singer,NA,NA,NA,NA,NORTH_AMERICA,1757f021-01b8-4d20-a11a-1da09db2d8b2,NA,NA,DMNS,Furnish Canyon,en,PhysicalObject,skull,NA,NA,45,,1,NA,NA,NA,NA,Baca County,unknown,NA,unknown,Former nature_of_id: legacy.,2012-07-08 00:00:00,"North America, United States, Colorado, Baca County",ICZN,unknown,GeoLocate,unverified,NA,NA,GenBank=AM746622,http://arctos.database.museum/guid/DMNS:Mamm:2248,"[{""scientific_name"":""Mustela nigripes"",""nature_of_id"":""unknown"",""accepted_id_fg"":1,""made_date"":""1924-12-31"",""short_citation"":null,""publication_id"":null,""identification_remarks"":""Former nature_of_id: legacy."",""idby"":""Stanley O. Singer"",""concept_label"":null}]",A,NA,http://vertnet.org/resources/norms.html,"Animalia, Chordata, Mammalia, Carnivora, Caniformia, Mustelidae, Mustelinae, Mustela,",GeoLocate,NA,NA,NA,Originally referred to as Furnace Cañon in catalog,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://www.ncbi.nlm.nih.gov/nuccore/AM746622,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mustela nigripes (Audubon & Bachman, 1851)",-103.067931,37.03637,"gass84,typstativ,osiic,colmano,inmafu",gbif,1145100408,"Mustela nigripes (Audubon & Bachman, 1851)",5f3463d2-51b6-4a8a-b252-9bab4388934e,a2ef6dd1-8886-48c9-8025-c62bac973cc7,a957a663-2f17-415f-b1c8-5cf6398df8ed,US,DWC_ARCHIVE,2021-12-22T00:57:41.014+00:00,2021-12-22T00:57:58.619+00:00,304,2053a639-84c3-4be5-b8bc-96b6d88a976c,PRESERVED_SPECIMEN,PRESENT,5218985,1,44,359,732,5307,2433922,5218985,5218985,"Mustela nigripes (Audubon & Bachman, 1851)",Animalia,Chordata,Carnivora,Mustelidae,Mustela,Mustela nigripes,Mustela,nigripes,SPECIES,ACCEPTED,EN,1924-02-28T00:00:00,4000,Colorado,1924,2,1,1924-02-01,2021-07-10T09:40:00.006+00:00,2021-12-22T00:57:58.619+00:00,http://arctos.database.museum/guid/DMNS:Mamm:2024,http://creativecommons.org/licenses/by-nc/4.0/legalcode,FALSE,WGS84,Mammalia,US,United States of America,NA,http://arctos.database.museum/guid/DMNS:Mamm:2024?seid=1533396,NA,NA,"February, 1924",NA,http://arctos.database.museum/collection/DMNS:Mamm,"North America, United States, Colorado, Baca County, Furnace Canyon",1145100408,http://arctos.database.museum/guid/DMNS:Mamm:2024?seid=1533396,NA,DMNS:Mamm:2024,Collector(s): Stanley O. Singer,DMNS,1924-02-01/1924-02-28,Stanley O. Singer,NA,NA,FEMALE,NA,NORTH_AMERICA,1757f021-01b8-4d20-a11a-1da09db2d8b2,NA,NA,DMNS,Furnish Canyon,en,PhysicalObject,"skull; skin, study",NA,NA,45,,1,NA,NA,NA,sex=female,Baca County,unknown,NA,unknown,Former nature_of_id: legacy.,2012-07-08 00:00:00,"North America, United States, Colorado, Baca County",ICZN,unknown,GeoLocate,unverified,NA,NA,GenBank=AM746622,http://arctos.database.museum/guid/DMNS:Mamm:2024,"[{""scientific_name"":""Mustela nigripes"",""nature_of_id"":""unknown"",""accepted_id_fg"":1,""made_date"":""1924-02-28"",""short_citation"":null,""publication_id"":null,""identification_remarks"":""Former nature_of_id: legacy."",""idby"":""Stanley O. Singer"",""concept_label"":null}]",A,NA,http://vertnet.org/resources/norms.html,"Animalia, Chordata, Mammalia, Carnivora, Caniformia, Mustelidae, Mustelinae, Mustela,",GeoLocate,NA,NA,NA,Originally referred to as Furnace Cañon in catalog,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://www.ncbi.nlm.nih.gov/nuccore/AM746622,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mustela nigripes (Audubon & Bachman, 1851)",-104.22472,40.798931,"gass84,typstativ,osiic,colmano,inmafu",gbif,1145100384,"Mustela nigripes (Audubon & Bachman, 1851)",5f3463d2-51b6-4a8a-b252-9bab4388934e,a2ef6dd1-8886-48c9-8025-c62bac973cc7,a957a663-2f17-415f-b1c8-5cf6398df8ed,US,DWC_ARCHIVE,2021-12-22T00:57:41.014+00:00,2021-12-22T00:57:56.818+00:00,304,2053a639-84c3-4be5-b8bc-96b6d88a976c,PRESERVED_SPECIMEN,PRESENT,5218985,1,44,359,732,5307,2433922,5218985,5218985,"Mustela nigripes (Audubon & Bachman, 1851)",Animalia,Chordata,Carnivora,Mustelidae,Mustela,Mustela nigripes,Mustela,nigripes,SPECIES,ACCEPTED,EN,1972-01-01T00:00:00,1000,Colorado,1923,5,13,1923-05-13,2021-10-27T12:46:55.315+00:00,2021-12-22T00:57:56.818+00:00,http://arctos.database.museum/guid/DMNS:Mamm:1987,http://creativecommons.org/licenses/by-nc/4.0/legalcode,FALSE,WGS84,Mammalia,US,United States of America,NA,http://arctos.database.museum/guid/DMNS:Mamm:1987?seid=1389692,NA,NA,13 May 1923,NA,http://arctos.database.museum/collection/DMNS:Mamm,"North America, United States, Colorado, Weld County, Five miles S Grover",1145100384,http://arctos.database.museum/guid/DMNS:Mamm:1987?seid=1389692,NA,DMNS:Mamm:1987,"Collector(s): Robert J. Niedrach, Frederic Walter Miller",DMNS,1923-05-13,David M. Armstrong,NA,NA,MALE,NA,NORTH_AMERICA,1757f021-01b8-4d20-a11a-1da09db2d8b2,NA,NA,DMNS,5 miles south of Grover,en,PhysicalObject,"skull; skin, study; skeleton",NA,NA,45,,1,NA,NA,NA,sex=male;hind foot with claw=63 mm;total length=480 mm;tail length=104 mm,Weld County,fine features,NA,unknown,NA,2012-07-08 00:00:00,"North America, United States, Colorado, Weld County",ICZN,unknown,GeoLocate,unverified,133,NA,GenBank=AM746622,http://arctos.database.museum/guid/DMNS:Mamm:1987,"[{""scientific_name"":""Mustela nigripes"",""nature_of_id"":""fine features"",""accepted_id_fg"":1,""made_date"":""1972"",""short_citation"":null,""publication_id"":null,""identification_remarks"":null,""idby"":""David M. Armstrong"",""concept_label"":null},{""scientific_name"":""Mustela nigripes"",""nature_of_id"":""features"",""accepted_id_fg"":0,""made_date"":""1923-05-13"",""short_citation"":null,""publication_id"":null,""identification_remarks"":null,""idby"":""Robert J. Niedrach"",""concept_label"":null}]",A,NA,http://vertnet.org/resources/norms.html,"Animalia, Chordata, Mammalia, Carnivora, Caniformia, Mustelidae, Mustelinae, Mustela,",GeoLocate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://www.ncbi.nlm.nih.gov/nuccore/AM746622,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mustela nigripes (Audubon & Bachman, 1851)",-104.22472,40.798931,"gass84,typstativ,osiic,colmano,inmafu",gbif,1145105696,"Mustela nigripes (Audubon & Bachman, 1851)",5f3463d2-51b6-4a8a-b252-9bab4388934e,a2ef6dd1-8886-48c9-8025-c62bac973cc7,a957a663-2f17-415f-b1c8-5cf6398df8ed,US,DWC_ARCHIVE,2021-12-22T00:57:41.014+00:00,2021-12-22T00:57:57.874+00:00,304,2053a639-84c3-4be5-b8bc-96b6d88a976c,PRESERVED_SPECIMEN,PRESENT,5218985,1,44,359,732,5307,2433922,5218985,5218985,"Mustela nigripes (Audubon & Bachman, 1851)",Animalia,Chordata,Carnivora,Mustelidae,Mustela,Mustela nigripes,Mustela,nigripes,SPECIES,ACCEPTED,EN,1972-01-01T00:00:00,1000,Colorado,1923,5,13,1923-05-13,2021-06-06T17:30:00.005+00:00,2021-12-22T00:57:57.874+00:00,http://arctos.database.museum/guid/DMNS:Mamm:6726,http://creativecommons.org/licenses/by-nc/4.0/legalcode,FALSE,WGS84,Mammalia,US,United States of America,NA,http://arctos.database.museum/guid/DMNS:Mamm:6726?seid=1417534,NA,NA,13 May 1923,NA,http://arctos.database.museum/collection/DMNS:Mamm,"North America, United States, Colorado, Weld County, Five miles south of Grover",1145105696,http://arctos.database.museum/guid/DMNS:Mamm:6726?seid=1417534,NA,DMNS:Mamm:6726,"Collector(s): Robert J. Niedrach, Frederic Walter Miller",DMNS,1923-05-13,David M. Armstrong,NA,NA,FEMALE,NA,NORTH_AMERICA,1757f021-01b8-4d20-a11a-1da09db2d8b2,NA,NA,DMNS,5 miles south of Grover,en,PhysicalObject,"skin, study",NA,NA,45,,1,NA,NA,NA,sex=female,Weld County,fine features,NA,unknown,NA,2012-07-08 00:00:00,"North America, United States, Colorado, Weld County",ICZN,unknown,GeoLocate,unverified,133,NA,collector number=Field No.12,http://arctos.database.museum/guid/DMNS:Mamm:6726,"[{""scientific_name"":""Mustela nigripes"",""nature_of_id"":""fine features"",""accepted_id_fg"":1,""made_date"":""1972"",""short_citation"":null,""publication_id"":null,""identification_remarks"":null,""idby"":""David M. Armstrong"",""concept_label"":null},{""scientific_name"":""Mustela nigripes"",""nature_of_id"":""features"",""accepted_id_fg"":0,""made_date"":""1923-05-13"",""short_citation"":null,""publication_id"":null,""identification_remarks"":null,""idby"":""Robert J. Niedrach"",""concept_label"":null}]",A,NA,http://vertnet.org/resources/norms.html,"Animalia, Chordata, Mammalia, Carnivora, Caniformia, Mustelidae, Mustelinae, Mustela,",GeoLocate,NA,NA,NA,NA,NA,NA,Field No.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
